          nEv  nVtx   nTrk      xVtx      yVtx       zVtx      trkPt    trkEta  trkNHit  trkNlayer  highPurity
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.649853  0.759021        6          6        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.648799  2.472726       10          7        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.648480 -2.123550       16          8        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.648075  0.519822        6          5        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.644530  0.178704       12          9        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.643860  1.735500       16         11        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.641423  2.243664       18         13        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.640637  0.369671       16         11        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.637424  2.540433        8          5        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.634865  0.330369       11          8        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.633976 -1.503492       19         16        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.632829  0.576877       12         10        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.628506  0.819461       10          9        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.627851  0.478349        7          6        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.623475 -2.369920       15         11        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.622854 -0.565903       15         10        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.622601  2.054744       21         13        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.621412  2.299113       17         12        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.609659  0.373813       15         11        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.609502  1.769304       21         12        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.608219 -1.161949        7          5        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.607757 -0.354283       18         11        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.607288 -0.727819        7          6        True
4798     3354     1   2309  0.170690 -0.182565   1.620123   0.603885  1.861220       14          7        True
